Title,Authors,Date,Pureportal,Pub Link
Hedging and speculative pressures and the transition of the spot-futures relationship in energy and metal markets,"Park, J. S.",1 Nov 2017,https://pureportal.coventry.ac.uk/en/persons/jin-suk-park,https://pureportal.coventry.ac.uk/en/publications/hedging-and-speculative-pressures-and-the-transition-of-the-spot--4
How long is UK property cycle?,"Huston, S. H.",3 Jul 2017,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/how-long-is-uk-property-cycle
Impact of non-audit services regulations on financial reporting quality: Latest evidence from the UK,,2017,,https://pureportal.coventry.ac.uk/en/publications/impact-of-non-audit-services-regulations-on-financial-reporting-q
Intraday Herding on a Cross-Border Exchange,"Andrikopoulos, P.",Oct 2017,https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos,https://pureportal.coventry.ac.uk/en/publications/intraday-herding-on-a-cross-border-exchange
Investor sentiment towards Corporate Announcement,,17 Feb 2017,,https://pureportal.coventry.ac.uk/en/publications/investor-sentiment-towards-corporate-announcement
Islamic Finance Ethics and Perception of Western Consumers,"Alamad, S.",13 Mar 2017,https://pureportal.coventry.ac.uk/en/persons/samir-alamad,https://pureportal.coventry.ac.uk/en/publications/islamic-finance-ethics-and-perception-of-western-consumers
Is the Threat of Foreign Aid Withdrawal an Effective Deterrent to Political Oppression? Evidence from 53 African Countries,,8 Mar 2017,,https://pureportal.coventry.ac.uk/en/publications/is-the-threat-of-foreign-aid-withdrawal-an-effective-deterrent-to
Learning by doing: Do economics students self-evaluation skills improve?,,Jan 2017,,https://pureportal.coventry.ac.uk/en/publications/learning-by-doing-do-economics-students-self-evaluation-skills-im-2
Managing Conflict of Interests in Professional Accounting Firms,,4 Oct 2017,,https://pureportal.coventry.ac.uk/en/publications/managing-conflict-of-interests-in-professional-accounting-firms
"Megaproject Screening and Management: King’s Cross, Olympic Park and Nine Elms","Huston, S.",14 Sep 2017,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/megaproject-screening-and-management-kings-cross-olympic-park-and
Not all that Glitters is Gold: ICT and Inclusive Human Development in Sub-Saharan Africa,,2017,,https://pureportal.coventry.ac.uk/en/publications/not-all-that-glitters-is-gold-ict-and-inclusive-human-development
Ownership Structure and the Choice of SEO Issue Method in the UK,"Andrikopoulos, P.",2017,https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos,https://pureportal.coventry.ac.uk/en/publications/ownership-structure-and-the-choice-of-seo-issue-method-in-the-uk
"Quality of Growth Empirics: Comparative Gaps, Benchmarking and Policy Syndromes",,2017,,https://pureportal.coventry.ac.uk/en/publications/quality-of-growth-empirics-comparative-gaps-benchmarking-and-poli
Reconsider a Currency Union in Asia,"Song, W.",2017,https://pureportal.coventry.ac.uk/en/persons/wei-song,https://pureportal.coventry.ac.uk/en/publications/reconsider-a-currency-union-in-asia
Risk return profiles of Islamic equities and commodity portfolios in different market conditions,"Kabir, S.",2017,https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir,https://pureportal.coventry.ac.uk/en/publications/risk-return-profiles-of-islamic-equities-and-commodity-portfolios
Short and Long-Run Determinates of Tourist Flows: The Case of South Korea,"Serenis, D. J.",2017,https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,https://pureportal.coventry.ac.uk/en/publications/short-and-long-run-determinates-of-tourist-flows-the-case-of-sout
Smart Urban Planning,"Huston, S.",14 Sep 2017,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/smart-urban-planning
"Smart urban regeneration: Visions, institutions and mechanisms for real estate","Huston, S.",14 Sep 2017,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/smart-urban-regeneration-visions-institutions-and-mechanisms-for-
Special issue of the Review of Behavioral Finance guest editors’ introduction,"Andrikopoulos, P.",5 Jun 2017,https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos,https://pureportal.coventry.ac.uk/en/publications/special-issue-of-the-review-of-behavioral-finance-guest-editors-i
Stock Liquidity and SMEs’ Likelihood of Bankruptcy: Evidence from the US Market,"Abd Karim, M. N.",Dec 2017,https://pureportal.coventry.ac.uk/en/persons/mohamad-nazri-abd-karim,https://pureportal.coventry.ac.uk/en/publications/stock-liquidity-and-smes-likelihood-of-bankruptcy-evidence-from-t
Strategic Market Games and Ricardo,,19 Nov 2017,,https://pureportal.coventry.ac.uk/en/publications/strategic-market-games-and-ricardo
Sukuk and Bond: An Empirical Analysis with Characteristics Matching,"Kabir, S.",2017,https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir,https://pureportal.coventry.ac.uk/en/publications/sukuk-and-bond-an-empirical-analysis-with-characteristics-matchin
Supply and demand sides of mobile payment: A comparative analysis of successful mobile payment adoption in developed and developing countries,"Lis, P.",2017,https://pureportal.coventry.ac.uk/en/persons/piotr-lis,https://pureportal.coventry.ac.uk/en/publications/supply-and-demand-sides-of-mobile-payment-a-comparative-analysis-
Tenure and spending within UK households at the end of the recent recession,,Sep 2017,,https://pureportal.coventry.ac.uk/en/publications/tenure-and-spending-within-uk-households-at-the-end-of-the-recent-2
The effects of Foreign Ownership and Chinese firms’ Earnings Management: Accrual-based and Real activity-based,,2017,,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-foreign-ownership-and-chinese-firms-earnings-manag
The impact of civil war on foreign direct investment flows to developing countries,"Murshed, S. M.,Tanna, S.",2017,"https://pureportal.coventry.ac.uk/en/persons/mansoob-murshed,https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-civil-war-on-foreign-direct-investment-flows-to-dev-2
The Impact of Terrorism on Governance in African Countries,,Nov 2017,,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-terrorism-on-governance-in-african-countries
The Performance Consequences of Board Structure Changes: Evidence from Ghana,"Owusu, A.,Holmes, M.",19 Dec 2017,"https://pureportal.coventry.ac.uk/en/persons/andrews-owusu,https://pureportal.coventry.ac.uk/en/persons/mark-holmes",https://pureportal.coventry.ac.uk/en/publications/the-performance-consequences-of-board-structure-changes-evidence-
The stability of money demand in the long-run: Italy 1861–2011,,May 2017,,https://pureportal.coventry.ac.uk/en/publications/the-stability-of-money-demand-in-the-long-run-italy-18612011
The Structure of UK Outbound FDI And Environmental Regulation,"Mulatu, A.",Sep 2017,https://pureportal.coventry.ac.uk/en/persons/abay-mulatu,https://pureportal.coventry.ac.uk/en/publications/the-structure-of-uk-outbound-fdi-and-environmental-regulation
The Synergy of Financial Sector Development and Information Sharing in Financial Access: Propositions and Empirical Evidence,,Apr 2017,,https://pureportal.coventry.ac.uk/en/publications/the-synergy-of-financial-sector-development-and-information-shari
The welfare implications of public healthcare financing: A Macro-Micro simulation analysis of Uganda,"Kabajulizi, J.",Dec 2017,https://pureportal.coventry.ac.uk/en/persons/judith-kabajulizi,https://pureportal.coventry.ac.uk/en/publications/the-welfare-implications-of-public-healthcare-financing-a-macro-m-2
The welfare implications of public healthcare financing: A Macro-Micro simulation analysis of Uganda,"Kabajulizi, J.",30 Jun 2017,https://pureportal.coventry.ac.uk/en/persons/judith-kabajulizi,https://pureportal.coventry.ac.uk/en/publications/the-welfare-implications-of-public-healthcare-financing-a-macro-m
Understanding Islamic financial reporting standardisation projects: institutional logics perspective,"Abras, A.",2017,https://pureportal.coventry.ac.uk/en/persons/ahmad-abras,https://pureportal.coventry.ac.uk/en/publications/understanding-islamic-financial-reporting-standardisation-project
Urban Conundrums,"Huston, S.",14 Sep 2017,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/urban-conundrums
Valuation Systems: The case of Dubai,"Huston, S.",14 Sep 2017,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/valuation-systems-the-case-of-dubai
What drives differences of opinion in sovereign ratings? The roles of information disclosure and political risk,,Jul 2017,,https://pureportal.coventry.ac.uk/en/publications/what-drives-differences-of-opinion-in-sovereign-ratings-the-roles
What is the net effect of financial liberalization on bank productivity? A decomposition analysis of bank total factor productivity growth,"Tanna, S.,Luo, Y.,De Vita, G.",Jul 2017,"https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna,https://pureportal.coventry.ac.uk/en/persons/yun-luo,https://pureportal.coventry.ac.uk/en/persons/glauco-de-vita",https://pureportal.coventry.ac.uk/en/publications/what-is-the-net-effect-of-financial-liberalization-on-bank-produc
A Brief Future of Time in the Monopoly of Scientific Knowledge,,Dec 2016,,https://pureportal.coventry.ac.uk/en/publications/a-brief-future-of-time-in-the-monopoly-of-scientific-knowledge-2
An Examination of the Fraud Triangle Model: Implications for External Auditors and Audit Regulators,,4 May 2016,,https://pureportal.coventry.ac.uk/en/publications/an-examination-of-the-fraud-triangle-model-implications-for-exter
Basic Mathematics for Economists,"Lis, P.",22 Mar 2016,https://pureportal.coventry.ac.uk/en/persons/piotr-lis,https://pureportal.coventry.ac.uk/en/publications/basic-mathematics-for-economists
Cash flow analysis and case studies,,30 Dec 2016,,https://pureportal.coventry.ac.uk/en/publications/cash-flow-analysis-and-case-studies
Combating Environmental Irresponsibility of TNCs in Africa: An Empirical Analysis,,2016,,https://pureportal.coventry.ac.uk/en/publications/combating-environmental-irresponsibility-of-tncs-in-africa-an-emp-2
"Conditional linkages between iron ore exports, foreign aid and terrorism",,Dec 2016,,https://pureportal.coventry.ac.uk/en/publications/conditional-linkages-between-iron-ore-exports-foreign-aid-and-ter-2
Connected Vehicles: Performance Convenience and Safety verses Security,,1 Sep 2016,,https://pureportal.coventry.ac.uk/en/publications/connected-vehicles-performance-convenience-and-safety-verses-secu
Connected Vehicles: Performance Convenience and Safety versus Security,,1 Sep 2016,,https://pureportal.coventry.ac.uk/en/publications/connected-vehicles-performance-convenience-and-safety-versus-secu
Detecting Bribery: A Guide for External Auditors,,Apr 2016,,https://pureportal.coventry.ac.uk/en/publications/detecting-bribery-a-guide-for-external-auditors
Economics and Political Implications of International Financial Reporting Standards,"Tanna, S. (ed.)",Mar 2016,https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna,https://pureportal.coventry.ac.uk/en/publications/economics-and-political-implications-of-international-financial-r-2
Entry strategies used by South African MNEs for FDI during turbulent times.,,2016,,https://pureportal.coventry.ac.uk/en/publications/entry-strategies-used-by-south-african-mnes-for-fdi-during-turbul
Equilibrium Interaction of Borrowing and Short-Sale Constraints and Asset Pricing,,2016,,https://pureportal.coventry.ac.uk/en/publications/equilibrium-interaction-of-borrowing-and-short-sale-constraints-a
Equilibrium Interaction of Borrowing and Short-Sales Constraints and Asset Pricing,,2016,,https://pureportal.coventry.ac.uk/en/publications/equilibrium-interaction-of-borrowing-and-short-sales-constraints-
External auditors and corporate corruption: Implications for audit regulators: Current Issues in Auditing Journal,,Jun 2016,,https://pureportal.coventry.ac.uk/en/publications/external-auditors-and-corporate-corruption-implications-for-audit
Financial Contagion from US to African Frontier Markets during the 2007-2009 Global Financial Crisis,"Ahmadu-Bello, J.",2016,https://pureportal.coventry.ac.uk/en/persons/jaliyyah-bello,https://pureportal.coventry.ac.uk/en/publications/financial-contagion-from-us-to-african-frontier-markets-during-th
"Financial Innovation, Banking System and Housing Market. Is the Concept of Financial Innovation Enough to Explain the Banks’ Regulatory Arbitrage?","Lauretta, E.",2016,https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,https://pureportal.coventry.ac.uk/en/publications/financial-innovation-banking-system-and-housing-market-is-the-con
"Financial openness, risk and bank efficiency: Cross-country evidence","Luo, Y.,Tanna, S.,De Vita, G.",Jun 2016,"https://pureportal.coventry.ac.uk/en/persons/yun-luo,https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna,https://pureportal.coventry.ac.uk/en/persons/glauco-de-vita",https://pureportal.coventry.ac.uk/en/publications/financial-openness-risk-and-bank-efficiency-cross-country-evidenc-2
"Handbook of Frontier Markets: African, European and Asian Evidence","Andrikopoulos, P. (ed.)",2016,https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos,https://pureportal.coventry.ac.uk/en/publications/handbook-of-frontier-markets-african-european-and-asian-evidence
Handbook of Frontier Markets: Evidence from Asia and International Comparative Studies,"Andrikopoulos, P. (ed.)",12 Aug 2016,https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos,https://pureportal.coventry.ac.uk/en/publications/handbook-of-frontier-markets-evidence-from-asia-and-international
ICT as a general-purpose technology: The productivity of ICT in the United States revisited,"Liao, H.",Sep 2016,https://pureportal.coventry.ac.uk/en/persons/hailin-liao,https://pureportal.coventry.ac.uk/en/publications/ict-as-a-general-purpose-technology-the-productivity-of-ict-in-th-2
"IFRS Adoption in the EU and the Challenge of Nomenclature Evidence from the UK, France, and Germany","Tanna, S.",Mar 2016,https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna,https://pureportal.coventry.ac.uk/en/publications/ifrs-adoption-in-the-eu-and-the-challenge-of-nomenclature-evidenc-2
Information asymmetry and financial development dynamics in Africa,,22 Dec 2016,,https://pureportal.coventry.ac.uk/en/publications/information-asymmetry-and-financial-development-dynamics-in-afric-2
International Standards on Auditing in the International Financial Services Centres: What Matters?,,2016,,https://pureportal.coventry.ac.uk/en/publications/international-standards-on-auditing-in-the-international-financia-2
Islamic financial reporting standardisation projects: institutional logics perspective on the Malaysian case,"Abras, A.",2016,https://pureportal.coventry.ac.uk/en/persons/ahmad-abras,https://pureportal.coventry.ac.uk/en/publications/islamic-financial-reporting-standardisation-projects-institutiona
Is there a Mission Drift in Microfinance? Some New Empirical Evidence from Uganda,"Darko, F.",Mar 2016,https://pureportal.coventry.ac.uk/en/persons/francis-darko,https://pureportal.coventry.ac.uk/en/publications/is-there-a-mission-drift-in-microfinance-some-new-empirical-evide
"Law, Politics, and the Quality of Government in Africa",,12 Oct 2016,,https://pureportal.coventry.ac.uk/en/publications/law-politics-and-the-quality-of-government-in-africa-2
Missing discourse in global supply chain management: the notion of exploitation and role of the state,,2016,,https://pureportal.coventry.ac.uk/en/publications/missing-discourse-in-global-supply-chain-management-the-notion-of
"Mobile phone penetration, mobile banking and inclusive development in africa",,Jan 2016,,https://pureportal.coventry.ac.uk/en/publications/mobile-phone-penetration-mobile-banking-and-inclusive-development-2
Mobile phones in the diffusion of knowledge and persistence in inclusive human development in Sub-Saharan Africa,,21 Jun 2016,,https://pureportal.coventry.ac.uk/en/publications/mobile-phones-in-the-diffusion-of-knowledge-and-persistence-in-in-2
On the real effects of financial pressure: Evidence from euro area firm-level employment during the recent financial crisis,,2016,,https://pureportal.coventry.ac.uk/en/publications/on-the-real-effects-of-financial-pressure-evidence-from-euro-area
Revolution empirics: predicting the Arab Spring,,Sep 2016,,https://pureportal.coventry.ac.uk/en/publications/revolution-empirics-predicting-the-arab-spring-2
Risk Management in Islamic Banks,"Baldwin, K.",2016,https://pureportal.coventry.ac.uk/en/persons/ken-baldwin,https://pureportal.coventry.ac.uk/en/publications/risk-management-in-islamic-banks-2
Signalling and Lifecycle Theories in the Banking Sectors of GCC Frontier Markets: An Empirical Assessment,"Tanna, S.",24 Aug 2016,https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna,https://pureportal.coventry.ac.uk/en/publications/signalling-and-lifecycle-theories-in-the-banking-sectors-of-gcc-f-2
"Structural Breaks, Efficiency and Volatility: An Empirical Investigation of Southeast Asian Frontier Markets","Andrikopoulos, P.,Newaz, M.",2016,"https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos,https://pureportal.coventry.ac.uk/en/persons/mohammad-khaleq-newaz",https://pureportal.coventry.ac.uk/en/publications/structural-breaks-efficiency-and-volatility-an-empirical-investig-2
Student performance in e-education: how far do learning style differences influence student grades?,,2016,,https://pureportal.coventry.ac.uk/en/publications/student-performance-in-e-education-how-far-do-learning-style-diff-2
The Comparative Inclusive Human Development of Globalisation in Africa,,Dec 2016,,https://pureportal.coventry.ac.uk/en/publications/the-comparative-inclusive-human-development-of-globalisation-in-a-2
The Cost of Multiple Large Shareholders,"Wang, J.",1 Sep 2016,https://pureportal.coventry.ac.uk/en/persons/jun-wang,https://pureportal.coventry.ac.uk/en/publications/the-cost-of-multiple-large-shareholders-2
The Estimation of Minimum Efficient Scale of the Port Industry,"Park, J. S.",Jul 2016,https://pureportal.coventry.ac.uk/en/persons/jin-suk-park,https://pureportal.coventry.ac.uk/en/publications/the-estimation-of-minimum-efficient-scale-of-the-port-industry-2
The governance-performance relationship: evidence from Ghana,"Owusu, A.",12 Sep 2016,https://pureportal.coventry.ac.uk/en/persons/andrews-owusu,https://pureportal.coventry.ac.uk/en/publications/the-governance-performance-relationship-evidence-from-ghana-2
The impact of seaports on the regional economies in South Korea: Panel evidence from the augmented Solow model,"Park, J. S.",Jan 2016,https://pureportal.coventry.ac.uk/en/persons/jin-suk-park,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-seaports-on-the-regional-economies-in-south-korea-p-2
The Market Reaction to secondary listings: Evidence from selected companies listed on the Johannesburg Stock exchange.,,Dec 2016,,https://pureportal.coventry.ac.uk/en/publications/the-market-reaction-to-secondary-listings-evidence-from-selected-
The Mobile Phone in the Diffusion of Knowledge for Institutional Quality in Sub-Saharan Africa,,Oct 2016,,https://pureportal.coventry.ac.uk/en/publications/the-mobile-phone-in-the-diffusion-of-knowledge-for-institutional--2
The philosophy of research on financial inclusion,"Sapre, N.",28 Mar 2016,https://pureportal.coventry.ac.uk/en/persons/nikhil-sapre,https://pureportal.coventry.ac.uk/en/publications/the-philosophy-of-research-on-financial-inclusion-2
The Portfolio Diversification Benefits of Frontier Markets: An Investigation Into Regional Effects,"Andrikopoulos, P.",2016,https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos,https://pureportal.coventry.ac.uk/en/publications/the-portfolio-diversification-benefits-of-frontier-markets-an-inv-2
The role of governance in mobile phones for inclusive human development in Sub-Saharan Africa,,Sep 2016,,https://pureportal.coventry.ac.uk/en/publications/the-role-of-governance-in-mobile-phones-for-inclusive-human-devel-2
Twitter and the US stock market: The influence of micro‑bloggers on share prices,"Lis, P.",2016,https://pureportal.coventry.ac.uk/en/persons/piotr-lis,https://pureportal.coventry.ac.uk/en/publications/twitter-and-the-us-stock-market-the-influence-of-microbloggers-on-2
UK consumers’ perceived risk of buying products from emerging economies: A moderated mediation model,"Song, W.",2016,https://pureportal.coventry.ac.uk/en/persons/wei-song,https://pureportal.coventry.ac.uk/en/publications/uk-consumers-perceived-risk-of-buying-products-from-emerging-econ
Value-enhancing learning from industry-wide diversification experience,"Nguyen, T.",3 Apr 2016,https://pureportal.coventry.ac.uk/en/persons/thang-nguyen,https://pureportal.coventry.ac.uk/en/publications/value-enhancing-learning-from-industry-wide-diversification-exper
"Welfare spending and quality of growth in developing countries: A note on evidence from Hopefuls, Contenders and Best Performers",,Dec 2016,,https://pureportal.coventry.ac.uk/en/publications/welfare-spending-and-quality-of-growth-in-developing-countries-a--2
What drives corporate governance quality in emerging African economies? Evidence from Ghana,"Owusu, A.",2016,https://pureportal.coventry.ac.uk/en/persons/andrews-owusu,https://pureportal.coventry.ac.uk/en/publications/what-drives-corporate-governance-quality-in-emerging-african-econ-4
What Drives Corporate Governance Quality in Emerging African Economies? Evidence from Ghana - Conference Paper,"Owusu, A.",2016,https://pureportal.coventry.ac.uk/en/persons/andrews-owusu,https://pureportal.coventry.ac.uk/en/publications/what-drives-corporate-governance-quality-in-emerging-african-econ-3
Accounting for corporate environmental responsibility in emerging economies: The case study of Nigeria,"Noah, A.",23 Mar 2015,https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah,https://pureportal.coventry.ac.uk/en/publications/accounting-for-corporate-environmental-responsibility-in-emerging-2
A Finance-led Economic System: An ABM Experimentation and Policy Proposals,"Lauretta, E.",2015,https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,https://pureportal.coventry.ac.uk/en/publications/a-finance-led-economic-system-an-abm-experimentation-and-policy-p
ARIMA modelling of Lithuanian house price index,"Huston, S.",2 Mar 2015,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/arima-modelling-of-lithuanian-house-price-index
Board leadership structure for Chinese public listed companies,"Yu, M.",Jul 2015,https://pureportal.coventry.ac.uk/en/persons/mei-yu,https://pureportal.coventry.ac.uk/en/publications/board-leadership-structure-for-chinese-public-listed-companies-2
Bohemianism and urban regeneration: A structured literature review and compte rendu,"Huston, S.",1 Aug 2015,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/bohemianism-and-urban-regeneration-a-structured-literature-review
Capitalisation: reflections and practice for project appraisal,"Huston, S.",2015,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/capitalisation-reflections-and-practice-for-project-appraisal-an-
Challenges Faced by Takaful Initiatives in the UK – The Salaam Insurance Experience,,2015,,https://pureportal.coventry.ac.uk/en/publications/challenges-faced-by-takaful-initiatives-in-the-uk-the-salaam-insu
Competitiveness and Determinants of Bank Profitability in Sub-Saharan Africa,"Oino, I.",25 Jun 2015,https://pureportal.coventry.ac.uk/en/persons/isaiah-oino,https://pureportal.coventry.ac.uk/en/publications/competitiveness-and-determinants-of-bank-profitability-in-sub-sah
Compound Interest/Return,"Luu, L.",30 Apr 2015,https://pureportal.coventry.ac.uk/en/persons/lien-luu,https://pureportal.coventry.ac.uk/en/publications/compound-interestreturn
Corporate Governance in China: Uncertainty Rules,"Holmes, M.",13 Jul 2015,https://pureportal.coventry.ac.uk/en/persons/mark-holmes,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-in-china-uncertainty-rules
Corporate social responsibility reporting practices in banking companies in Bangladesh: Impact of Regulatory Changes,"Ullah, H.",10 Apr 2015,https://pureportal.coventry.ac.uk/en/persons/hafij-ullah,https://pureportal.coventry.ac.uk/en/publications/corporate-social-responsibility-reporting-practices-in-banking-co
Does compliance matter in surveillance of Nigerian banks? A critical examination of the Central Bank of Nigeria code of corporate governance,"Ibrahim, M. U.",2015,https://pureportal.coventry.ac.uk/en/persons/masud-ibrahim,https://pureportal.coventry.ac.uk/en/publications/does-compliance-matter-in-surveillance-of-nigerian-banks-a-critic-2
Does Regulatory Environment affect Earnings Management in Transitional Economies? An Empirical Examination of the Financial Reporting Quality of Cross-Listed Firms of China and Hong Kong,,2015,,https://pureportal.coventry.ac.uk/en/publications/does-regulatory-environment-affect-earnings-management-in-transit-2
Effects of Exchange Rate Volatility on Tourist Flows into Iceland,"Serenis, D.",9 Oct 2015,https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,https://pureportal.coventry.ac.uk/en/publications/effects-of-exchange-rate-volatility-on-tourist-flows-into-iceland-2
"Fatality Sensitivity in Coalition Countries: A Study of British, Polish and Australian Public Opinion on the Iraq War","Lis, P.",31 Jan 2015,https://pureportal.coventry.ac.uk/en/persons/piotr-lis,https://pureportal.coventry.ac.uk/en/publications/fatality-sensitivity-in-coalition-countries-a-study-of-british-po
Finance-Growth: Virtuous and Dis-Virtuous Cycles (VDCs) Theory and Empirical Evidence,"Lauretta, E.",2015,https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,https://pureportal.coventry.ac.uk/en/publications/finance-growth-virtuous-and-dis-virtuous-cycles-vdcs-theory-and-e
Financial decisions and market performance: An analysis of China's domestic mergers and acquisitions,"Muganhu, C.",2015,https://pureportal.coventry.ac.uk/en/persons/christopher-muganhu,https://pureportal.coventry.ac.uk/en/publications/financial-decisions-and-market-performance-an-analysis-of-chinas-
Fluctuations in the Exchange Rate and Aggregate Exports in Ukraine,"Serenis, D.",2015,https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,https://pureportal.coventry.ac.uk/en/publications/fluctuations-in-the-exchange-rate-and-aggregate-exports-in-ukrain
Forecasting the Jordanian stock index: modelling asymmetric volatility and distribution effects within a GARCH framework,,2015,,https://pureportal.coventry.ac.uk/en/publications/forecasting-the-jordanian-stock-index-modelling-asymmetric-volati-2
Foreign aid and governance in Africa,,2015,,https://pureportal.coventry.ac.uk/en/publications/foreign-aid-and-governance-in-africa-2
Impact of corporate governance on firm risk,,2015,,https://pureportal.coventry.ac.uk/en/publications/impact-of-corporate-governance-on-firm-risk
Industry concentration and the cross-section of stock returns: Evidence from the UK,,Sep 2015,,https://pureportal.coventry.ac.uk/en/publications/industry-concentration-and-the-cross-section-of-stock-returns-evi
Introduction to accounting: The double-entry bookkeeping system & a case study ,,1 Dec 2015,,https://pureportal.coventry.ac.uk/en/publications/introduction-to-accounting-the-double-entry-bookkeeping-system-am
Market reaction to the positiveness of annual report narratives,,11 Dec 2015,,https://pureportal.coventry.ac.uk/en/publications/market-reaction-to-the-positiveness-of-annual-report-narratives-2
Microfinance and Poverty Reduction: The Case Study of Selected Institutions in the Greater Accra Region of Ghana,"Darko, F.",2015,https://pureportal.coventry.ac.uk/en/persons/francis-darko,https://pureportal.coventry.ac.uk/en/publications/microfinance-and-poverty-reduction-the-case-study-of-selected-ins
Monetary and debt-concerned fiscal policies interaction in monetary unions,,Oct 2015,,https://pureportal.coventry.ac.uk/en/publications/monetary-and-debt-concerned-fiscal-policies-interaction-in-moneta
Mortgage,"Luu, L.",Apr 2015,https://pureportal.coventry.ac.uk/en/persons/lien-luu,https://pureportal.coventry.ac.uk/en/publications/mortgage
"Organizational customer orientation, employee customer orientation and employee job performance: the moderating role of openness to experience","Song, W.",2015,https://pureportal.coventry.ac.uk/en/persons/wei-song,https://pureportal.coventry.ac.uk/en/publications/organizational-customer-orientation-employee-customer-orientation-2
Paraconsistent games and the limits of rational self-interest,"Andrikopoulos, P.",4 Jan 2015,https://pureportal.coventry.ac.uk/en/persons/panagiotis-andrikopoulos,https://pureportal.coventry.ac.uk/en/publications/paraconsistent-games-and-the-limits-of-rational-self-interest-2
"Personalisation of power, neoliberalism and the production of corruption","Mohamad, M. N.",1 Sep 2015,https://pureportal.coventry.ac.uk/en/persons/mohamad-nazri-abd-karim,https://pureportal.coventry.ac.uk/en/publications/personalisation-of-power-neoliberalism-and-the-production-of-corr
Real Estate,"Luu, L.",Apr 2015,https://pureportal.coventry.ac.uk/en/persons/lien-luu,https://pureportal.coventry.ac.uk/en/publications/real-estate
Reestablishing stability and avoiding a credit crunch: Comparing different bad bank schemes,,Aug 2015,,https://pureportal.coventry.ac.uk/en/publications/reestablishing-stability-and-avoiding-a-credit-crunch-comparing-d
Re-Examining the Financial Deepening-Growth Nexus: A Time-Series Evidence of the Nigerian Economy from 1961 to 2013,"Udeogu, E.",2015,https://pureportal.coventry.ac.uk/en/persons/ejike-udeogu,https://pureportal.coventry.ac.uk/en/publications/re-examining-the-financial-deepening-growth-nexus-a-time-series-e
Retirement,"Luu, L.",Apr 2015,https://pureportal.coventry.ac.uk/en/persons/lien-luu,https://pureportal.coventry.ac.uk/en/publications/retirement
"'Smart' sustainable urban regeneration: Institutions, quality and financial innovation","Huston, S.",Nov 2015,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/smart-sustainable-urban-regeneration-institutions-quality-and-fin
Stock market returns and the content of annual report narratives,,2015,,https://pureportal.coventry.ac.uk/en/publications/stock-market-returns-and-the-content-of-annual-report-narratives-2
Telling it straight — Mark Carney splits opinion,,18 Dec 2015,,https://pureportal.coventry.ac.uk/en/publications/telling-it-straight-mark-carney-splits-opinion
Testing the Weak-form Efficiency of Stock Markets: A Comparative Study of Emerging and Industrialised Economies,,2015,,https://pureportal.coventry.ac.uk/en/publications/testing-the-weak-form-efficiency-of-stock-markets-a-comparative-s
